Step,Create Contribution On-Chain,Create Contribution Off-Chain,Assign Contribution On-Chain,Assign Contribution Off-Chain,Update Coordinates On-Chain,Update Coordinates Off-Chain,Review Contribution On-Chain,Review Contribution Off-Chain,ZKP Contracts On-Chain,ZKP Contracts Off-Chain,Total Time
1172,13,1,21,0,93,409,28,387,27,4017,5006
1173,14,0,20,0,96,391,22,411,34,4233,5228
1174,23,0,42,0,93,393,36,388,24,3874,4882
1175,16,0,23,0,107,395,34,414,26,3983,5006
1176,25,0,26,0,94,389,28,369,22,3959,4919
1177,14,0,28,0,134,408,31,407,23,4709,5760
1178,13,0,27,0,104,481,33,420,34,4466,5590
1179,16,0,19,0,93,439,26,383,23,3974,4978
1180,17,0,22,0,139,632,23,410,32,4277,5560
1181,14,0,23,0,94,400,28,367,24,3927,4882
1182,14,0,23,0,83,399,24,379,24,3858,4808
1183,16,0,21,0,90,391,27,463,25,4097,5138
1184,16,0,23,0,86,420,25,368,22,3890,4857
1185,16,0,21,0,92,397,46,398,24,4103,5101
1186,13,0,20,0,99,408,28,388,24,3912,4896
1187,20,0,25,0,85,392,27,370,33,4468,5428
1188,13,0,21,0,96,399,24,372,31,3830,4791
1189,13,0,19,0,59,386,25,377,30,3953,4885
1190,13,1,20,0,115,406,25,373,19,3961,4935
1191,16,0,20,0,47,421,28,402,25,4164,5127
1192,14,1,19,0,97,402,25,472,23,3952,5014
1193,15,0,21,0,92,424,27,376,23,4459,5444
1194,21,0,22,0,110,532,63,516,24,4785,6079
1195,16,1,18,0,131,407,31,419,31,4191,5251
1196,14,0,20,0,89,403,31,491,26,4037,5116
1197,14,0,20,0,102,443,28,390,22,4084,5109
1198,16,0,18,0,93,443,26,394,24,4038,5059
1199,15,0,21,0,86,408,50,388,24,3917,4914
1200,15,0,19,0,143,409,26,396,21,3870,4904
1201,13,0,21,0,86,447,26,392,24,4229,5241
1202,14,0,20,0,68,421,26,464,27,4068,5112
1203,17,0,18,0,87,394,45,389,30,4015,5000
1204,14,0,20,0,105,413,29,452,36,5730,6804
1205,25,0,21,0,94,590,27,479,23,4029,5295
1206,14,0,20,0,85,412,27,372,28,3919,4879
1207,16,0,19,0,126,400,27,401,22,3988,4999
1208,17,0,43,0,97,402,26,383,28,4117,5121
1209,17,0,18,0,111,521,28,444,35,4497,5679
1210,21,0,22,0,101,451,30,527,26,4554,5737
1211,18,0,20,0,18,456,27,405,26,3978,4956
1212,17,0,22,0,88,508,27,403,23,4017,5108
1213,13,0,20,0,90,408,27,436,23,4138,5159
1214,18,0,26,0,105,419,27,408,23,4003,5032
1215,14,0,21,0,123,416,27,410,24,4005,5046
1216,15,1,18,0,89,395,31,378,26,3966,4926
1217,14,0,20,0,93,421,28,401,22,3956,4961
1218,20,0,23,0,99,429,27,416,26,4024,5069
1219,17,0,20,0,104,497,27,409,39,3937,5057
1220,13,0,20,0,91,408,27,427,26,4338,5356
1221,22,0,61,0,102,417,50,416,24,3983,5080
1222,14,0,21,0,95,453,25,397,25,4125,5162
1223,13,0,31,0,16,453,24,383,26,4270,5246
1224,16,0,21,0,88,408,27,445,23,3965,4997
1225,24,0,93,0,134,480,29,563,24,4548,5902
1226,13,1,21,0,131,421,26,404,23,3983,5030
1227,22,0,40,0,15,490,25,403,25,4037,5065
1228,17,0,19,0,133,430,27,495,29,4132,5290
1229,15,0,22,0,93,462,27,643,30,4356,5649
1230,15,0,19,0,92,411,26,424,25,4063,5078
1231,17,0,19,0,96,419,40,412,32,4331,5375
1232,22,0,29,0,112,513,29,480,24,4235,5448
1233,17,0,19,0,134,421,24,423,34,4027,5101
1234,14,0,19,0,95,417,23,444,30,4046,5095
1235,13,0,26,0,15,478,24,400,26,4004,5021
1236,19,0,24,0,95,533,26,418,25,3942,5089
1237,16,0,19,0,102,462,25,401,28,4008,5065
1238,15,0,22,0,88,428,22,475,25,3950,5029
1239,14,0,72,0,15,410,24,382,24,4292,5279
1240,14,1,19,0,91,429,26,516,28,4516,5648
1241,16,0,21,0,78,628,62,587,25,4266,5691
1242,15,0,20,0,98,614,24,523,29,4190,5517
1243,15,0,25,0,13,466,27,395,25,3979,4965
1244,14,0,19,0,94,507,26,400,26,4059,5151
1245,15,0,18,0,89,412,27,435,26,4120,5151
1246,16,0,19,0,87,666,23,460,28,4130,5434
1247,16,1,20,0,83,438,23,394,32,4043,5053
1248,17,0,23,0,102,442,23,399,26,4087,5124
1249,22,1,22,0,92,424,69,409,33,4262,5339
1250,16,0,20,0,89,524,24,402,30,4079,5189
1251,16,0,48,0,20,463,25,432,25,3926,5002
1252,16,0,18,0,81,407,25,393,29,4089,5065
1253,17,0,19,0,86,429,25,417,28,3886,4911
1254,31,0,21,0,98,425,28,429,28,3958,5022
1255,15,0,19,0,117,431,27,416,30,4169,5230
1256,18,0,23,0,100,467,25,499,27,4675,5842
1257,16,1,21,0,101,449,22,574,29,3903,5121
1258,15,0,19,0,105,421,26,399,28,4060,5078
1259,28,0,23,0,14,425,26,421,24,4829,5859
1260,40,0,33,0,87,614,23,400,29,3846,5077
1261,22,0,20,0,87,460,24,415,30,3887,4949
1262,14,0,20,0,94,422,24,401,26,3950,4956
1263,13,0,18,0,86,412,24,428,26,4051,5065
1264,14,0,19,0,95,432,24,400,30,3867,4888
1265,13,0,20,0,95,484,27,407,26,3926,5002
1266,17,1,21,0,88,439,23,415,27,4018,5056
1267,13,0,20,0,89,435,24,415,29,3932,4962
1268,16,0,22,0,93,430,27,415,25,4303,5335
1269,17,1,21,0,105,448,23,415,28,3989,5051
1270,18,0,23,0,97,434,29,416,25,4128,5178
1271,30,0,22,0,16,436,25,392,28,4351,5357
1272,17,0,20,0,115,512,26,466,28,4377,5567
1273,15,0,23,0,100,458,23,409,28,3919,4976
1274,17,1,19,0,92,428,28,434,23,4052,5100
1275,15,0,20,0,95,438,23,418,39,3962,5012
1276,13,0,20,0,89,444,25,444,21,4630,5696
1277,13,1,19,0,100,430,22,407,27,4091,5116
1278,16,0,30,0,93,434,24,417,26,3855,4897
1279,84,0,21,0,17,433,26,414,26,3854,4877
1280,16,0,20,0,92,426,22,402,33,3956,4972
1281,14,0,22,0,91,414,23,407,22,4067,5068
1282,14,0,21,0,81,428,69,654,26,4044,5339
1283,15,0,20,0,98,445,25,414,25,3871,4920
1284,20,0,22,0,87,414,24,404,27,4034,5037
1285,13,0,24,0,121,439,26,425,27,3845,4924
1286,33,0,20,0,13,421,25,401,25,3976,4920
1287,14,0,22,0,119,427,24,401,27,4207,5244
1288,17,0,24,0,101,479,23,453,24,4567,5692
1289,14,0,21,0,94,413,21,408,25,3985,4986
1290,13,0,20,0,92,471,23,420,22,3869,4934
1291,72,0,20,0,13,432,24,420,30,3850,4862
1292,14,0,20,0,100,442,27,417,24,4386,5437
1293,17,0,23,0,89,541,24,417,22,4186,5328
1294,16,1,22,0,96,440,22,416,25,3850,4895
1295,89,0,18,0,16,430,22,414,23,4262,5282
1296,15,0,20,0,94,441,23,421,24,3913,4957
1297,14,0,20,0,100,441,23,459,26,4036,5125
1298,13,0,18,0,59,447,25,454,25,3884,4933
1299,56,0,21,0,15,454,21,403,26,4062,5063
1300,16,0,27,0,84,704,24,528,24,3937,5353
1301,14,1,19,0,118,431,33,683,70,5947,7323
1302,19,1,24,0,102,603,29,445,26,4068,5328
1303,79,0,26,0,29,513,35,502,25,4471,5690
1304,17,0,21,0,116,453,27,428,21,3915,5002
1305,15,0,22,0,104,459,40,428,25,4224,5322
1306,16,0,25,0,97,461,29,434,27,4473,5569
1307,59,0,21,0,17,458,22,426,23,3932,4963
1308,13,1,18,0,98,435,25,431,25,4185,5238
1309,17,0,21,0,93,425,23,418,30,4361,5395
1310,16,0,24,0,94,420,25,455,25,4032,5096
1311,63,0,19,0,18,453,27,403,39,4183,5210
1312,15,0,20,0,101,666,22,420,56,4887,6194
1313,18,0,21,0,160,788,152,1384,26,6950,9503
1314,37,1,21,0,19,511,111,605,24,4076,5413
1315,21,0,19,0,111,465,26,421,30,4119,5218
1316,16,0,20,0,93,456,24,441,30,4157,5240
1317,19,1,24,0,94,477,160,1297,129,9398,11635
1318,22,0,24,0,17,739,40,565,152,10463,12028
1319,70,0,28,0,19,523,29,441,29,4378,5520
1320,21,0,22,0,99,466,29,468,29,4407,5544
1321,19,0,19,0,94,483,23,445,26,4265,5381
1322,19,1,24,0,110,471,22,486,26,4225,5393
1323,22,0,36,0,101,485,25,462,32,4179,5350
1324,15,1,20,0,106,472,26,452,31,4020,5147
1325,15,0,22,0,106,464,24,448,28,4027,5139
1326,13,0,20,0,97,458,24,464,30,4104,5218
1327,81,0,19,0,16,444,41,416,32,4286,5340
1328,16,0,21,0,91,449,22,427,27,4476,5534
1329,20,0,32,0,94,461,27,446,30,4486,5600
1330,18,0,20,0,102,478,28,531,30,4821,6031
1331,17,1,38,0,102,480,27,466,26,4425,5585
1332,17,0,26,0,125,514,23,460,28,4134,5336
1333,17,0,20,0,166,445,23,432,25,4207,5347
1334,17,0,25,0,67,470,25,461,27,4097,5212
1335,15,1,22,0,19,617,27,446,25,4198,5396
1336,13,0,19,0,102,477,28,445,23,4024,5137
1337,15,0,23,0,25,461,28,465,21,4317,5432
1338,14,0,23,0,24,529,31,455,20,4152,5262
1339,67,0,23,0,16,455,40,452,23,4437,5519
1340,14,0,23,0,18,500,29,561,28,4206,5399
1341,14,0,21,0,97,465,29,461,26,4316,5433
1342,15,0,21,0,99,464,27,458,23,4709,5823
1343,134,0,27,0,35,732,63,962,36,7064,9080
1344,26,0,27,0,30,1037,48,1058,107,7194,9541
1345,19,0,30,0,23,623,139,765,27,4568,6241
1346,16,0,27,0,17,497,27,429,25,4066,5143
1347,14,0,21,0,17,510,25,465,24,4084,5187
1348,14,1,21,0,87,463,24,459,29,4113,5213
1349,15,0,25,0,20,539,29,475,24,4022,5180
1350,19,0,41,0,18,478,25,474,28,4749,5902
1351,61,1,19,0,16,466,30,447,26,5298,6370
1352,13,0,25,0,23,1064,28,502,37,5511,7231
1353,20,0,23,0,14,516,29,560,23,5325,6518
1354,68,0,97,0,34,1722,150,952,20,5431,8492
1355,23,0,44,0,19,593,35,478,62,5197,6480
1356,17,0,29,0,21,665,30,466,150,8304,9722
1357,18,0,30,0,22,560,29,552,27,6114,7362
1358,25,0,24,0,17,528,29,436,28,4314,5429
1359,199,1,19,0,25,490,40,584,23,4398,5782
1360,15,0,45,0,18,475,24,535,41,5408,6625
1361,24,1,24,0,17,687,25,608,35,7191,8713
1362,13,0,53,0,28,635,31,497,34,4588,5886
1363,84,0,23,0,16,472,27,440,27,4215,5309
1364,20,1,100,0,18,485,22,433,20,4154,5265
1365,16,0,98,0,21,679,31,433,27,5241,6558
1366,22,0,104,0,17,498,24,439,27,4173,5309
1367,18,1,48,0,20,499,26,460,29,4344,5488
1368,21,0,42,0,18,527,36,452,28,4641,5772
1369,16,0,65,0,16,468,28,462,48,5154,6301
1370,25,0,143,0,20,786,122,519,22,4255,5896
1371,43,0,25,0,15,519,39,449,24,4217,5335
1372,17,0,86,0,16,513,41,467,25,4263,5453
1373,16,0,102,0,18,481,28,441,22,4480,5593
1374,28,0,57,0,18,469,26,486,25,4535,5683
1375,17,0,116,0,20,508,28,471,25,4479,5670
1376,23,0,111,0,18,488,27,466,32,4878,6051
1377,20,0,66,0,15,456,30,455,25,4454,5544
1378,23,0,89,0,17,479,27,458,24,4127,5272
1379,59,0,22,0,15,504,31,481,24,4673,5819
1380,21,0,64,0,17,470,25,448,28,4255,5373
1381,27,0,74,0,19,475,24,444,23,4143,5259
1382,16,0,78,0,20,496,27,457,28,4174,5327
1383,27,0,22,0,16,483,29,491,25,4874,6060
1384,42,0,38,0,21,522,38,528,26,4461,5746
1385,29,0,57,0,22,482,26,451,30,5269,6407
1386,19,0,57,0,21,770,29,472,40,4343,5791
1387,25,0,67,0,18,460,30,463,30,4200,5331
1388,113,1,53,0,15,484,27,493,28,4199,5420
1389,28,0,72,0,20,461,28,454,29,4211,5353
1390,36,0,34,0,20,476,39,450,27,4413,5564
1391,88,0,21,0,16,479,30,471,26,4531,5665
1392,54,0,27,0,23,484,29,457,25,4153,5297
1393,45,0,62,0,16,486,28,483,46,5389,6601
1394,114,0,23,0,19,516,28,486,40,4616,5848
1395,65,0,24,0,19,633,32,876,34,6683,8436
1396,120,0,26,0,22,638,32,661,32,4855,6396
1397,50,0,36,0,18,499,35,554,27,5016,6299
1398,83,0,36,0,17,489,27,475,32,4257,5438
1399,71,0,21,0,14,745,29,1288,129,5444,7746
1400,48,1,21,0,23,476,26,474,32,4252,5410
1401,43,0,26,0,22,503,25,474,24,4213,5382
1402,135,0,19,0,27,729,24,633,28,6402,8001
1403,62,1,21,0,14,479,23,504,26,8279,9411
1404,376,0,81,0,31,1498,32,1658,304,12096,16084
1405,206,0,36,0,16,570,25,558,41,6108,7565
1406,177,0,21,0,14,491,25,732,54,9684,11202
1407,198,1,29,0,127,2063,36,1015,71,11535,15083
1408,88,0,22,0,21,742,47,869,37,6120,7954
1409,169,0,98,0,18,1047,31,1677,29,5367,8444
1410,69,0,20,0,13,468,33,541,42,4880,6071
1411,54,0,19,0,16,607,31,476,30,4836,6075
1412,62,0,20,0,14,553,27,508,39,5925,7151
1413,93,0,23,0,21,756,29,532,39,4699,6196
1414,27,1,20,0,28,653,38,617,25,5296,6709
1415,62,0,21,0,14,502,31,485,28,5360,6505
1416,80,0,19,0,107,626,54,1046,27,4991,6952
1417,69,0,19,0,14,481,29,505,39,9880,11040
1418,137,1,46,0,23,1179,30,1016,63,7020,9521
1419,128,0,25,0,18,532,29,1303,26,4764,6829
1420,93,0,24,0,20,2639,37,732,89,14365,18005
1421,192,0,28,0,25,894,31,703,109,6544,8534
1422,88,0,27,0,22,666,36,652,24,5660,7180
1423,88,0,21,0,27,763,31,1073,71,6241,8324
1424,17,0,23,0,15,686,25,609,27,4912,6316
1425,82,0,21,0,16,551,44,510,30,4555,5815
1426,69,0,23,0,40,601,133,614,60,8558,10114
1427,100,0,44,0,39,836,29,836,23,15651,17566
1428,82,3,28,0,17,806,34,738,27,4712,6450
1429,64,0,29,0,18,723,39,862,68,7414,9223
1430,20,0,32,0,43,715,44,684,117,9071,10731
1431,66,0,20,0,17,612,31,560,50,6702,8060
1432,64,0,20,0,15,726,27,485,26,6213,7583
1433,154,0,49,0,18,619,75,662,33,6762,8378
1434,112,0,21,0,14,501,26,444,79,6654,7855
1435,65,0,25,0,24,724,39,635,32,7967,9517
1436,79,0,27,0,17,729,25,509,37,10816,12246
1437,249,0,34,0,30,826,47,997,93,13489,15777
1438,121,0,35,0,61,1139,183,1335,340,12181,15402
1439,91,0,36,0,21,619,49,572,48,10264,11707
1440,82,0,39,0,60,1282,33,682,35,6531,8752
1441,22,0,25,0,16,492,38,552,24,6020,7192
1442,18,0,23,0,20,568,33,629,30,4883,6209
1443,61,0,21,0,15,551,52,488,42,5057,6293
1444,29,1,28,0,16,550,31,500,49,6626,7836
1445,97,0,33,0,16,864,54,1104,70,5134,7381
1446,59,0,31,0,16,691,32,775,29,6099,7739
1447,76,0,22,0,16,550,30,492,27,5046,6263
1448,56,0,24,0,15,513,35,570,33,5920,7175
1449,67,0,20,0,20,1438,31,532,33,7027,9171
1450,64,0,24,0,16,498,34,554,45,6697,7934
1451,80,0,22,0,16,534,27,574,32,4776,6067
1452,252,0,131,0,56,952,188,924,52,13555,16125
1453,199,0,51,0,21,667,61,742,30,6955,8732
1454,85,1,28,0,22,887,67,1082,38,5889,8104
1455,76,1,131,0,14,528,33,490,42,8343,9665
1456,68,0,21,0,14,541,35,622,81,7537,8922
1457,83,0,32,0,20,1389,42,913,39,12178,14711
1458,219,0,32,0,32,1354,186,1093,43,13138,16108
1459,182,0,32,0,26,1232,52,1115,27,11269,13940
1460,111,0,40,0,27,740,39,883,144,4645,6642
1461,45,0,23,0,15,522,35,586,25,5321,6575
1462,73,0,20,0,13,509,28,461,24,4569,5704
1463,99,1,34,0,45,1008,50,868,30,4931,7072
1464,73,0,21,0,15,528,90,542,29,4982,6283
1465,16,0,20,0,17,677,29,615,40,7180,8599
1466,200,0,44,0,22,1960,270,1148,72,20446,24166
1467,175,0,49,0,24,1199,79,1030,41,9305,11909
1468,71,0,30,0,31,880,60,775,25,6780,8663
1469,74,1,28,0,21,614,30,502,22,5214,6511
1470,94,0,23,0,18,594,34,562,32,4939,6299
1471,90,0,21,0,275,2205,33,2118,31,7298,12081
1472,74,1,19,0,16,474,29,480,33,4842,5972
1473,194,0,28,0,67,846,32,724,34,6918,8859
1474,323,0,47,0,27,1404,47,1134,195,13567,16751
1475,69,0,23,0,19,559,34,539,29,4771,6049
1476,58,0,21,0,19,540,28,942,40,6163,7821
1477,76,0,21,0,24,553,27,524,33,5245,6511
1478,86,0,21,0,18,559,25,496,25,4697,5933
1479,102,0,36,0,31,1501,25,816,44,5777,8339
1480,28,1,136,0,35,1568,151,1405,214,17286,20836
1481,93,1,74,0,256,1217,88,1240,33,9156,12169
1482,130,1,52,0,25,1281,143,1719,50,10930,14384
1483,36,0,209,0,23,1852,60,1410,159,11205,14970
1484,94,0,30,0,92,1219,45,1328,33,7349,10202
1485,84,0,29,0,19,681,46,698,25,5107,6696
1486,84,0,33,0,19,629,36,600,26,5574,7005
1487,79,0,30,0,18,508,26,494,32,5340,6536
1488,76,0,21,0,21,589,30,656,34,5216,6645
1489,77,0,28,1,19,770,34,497,39,4805,6290
1490,95,0,61,0,406,2505,29,1583,112,11958,16760
1491,23,0,40,0,98,1135,71,1157,228,14726,17566
1492,128,0,35,0,39,1073,72,840,41,10464,12700
1493,16,0,37,0,23,956,38,855,45,10507,12482
1494,154,0,41,0,31,1240,71,949,39,12973,15504
1495,216,0,39,0,187,1439,55,1323,90,14311,17667
1496,27,0,99,0,25,1252,40,929,32,9175,11582
1497,25,0,60,0,27,925,35,994,32,8786,10897
1498,24,1,33,0,29,1297,35,1142,40,8263,10867
1499,88,0,29,0,58,1289,61,1268,47,10214,13062
1500,55,0,41,0,29,1103,39,782,55,11473,13581
1501,94,0,23,0,148,2038,36,1649,40,10489,14520
1502,85,0,21,0,19,624,25,580,64,6168,7590
1503,84,0,26,0,19,617,27,553,30,5658,7022
1504,68,0,23,0,19,528,27,559,29,4679,5938
1505,109,0,24,0,31,665,31,599,37,5690,7197
1506,77,0,23,0,20,721,27,608,31,4680,6195
1507,77,0,20,0,19,488,24,521,34,4613,5801
1508,77,0,21,0,17,542,28,510,35,4831,6068
1509,77,0,21,0,20,540,30,522,23,4187,5425
1510,70,0,23,0,20,550,31,505,28,4480,5712
1511,78,0,23,0,16,521,30,502,23,4312,5511
1512,17,0,24,0,17,542,28,530,27,4298,5486
1513,62,0,19,0,18,513,30,511,25,4367,5552
1514,184,0,29,0,16,611,29,537,25,4682,6118
1515,74,0,21,0,25,537,29,511,28,4238,5466
1516,66,1,20,1,17,562,28,503,23,4477,5703
1517,24,0,25,0,16,581,30,540,24,4291,5538
1518,70,0,22,0,17,536,31,541,35,5408,6666
1519,82,0,24,0,21,611,36,560,28,5329,6694
1520,92,0,21,0,16,535,30,515,32,4247,5493
1521,64,0,21,0,17,537,40,535,26,4396,5642
1522,75,0,21,0,17,572,29,508,26,4295,5548
1523,81,0,20,0,20,556,29,507,21,4410,5647
1524,94,0,22,0,15,578,30,511,27,4273,5557
1525,80,0,19,0,19,536,29,525,27,4478,5715
1526,79,0,20,0,18,541,28,496,26,4291,5505
1527,66,0,21,0,15,530,28,488,24,4430,5606
1528,64,0,19,0,17,528,29,511,20,4308,5500
1529,80,0,21,0,16,549,27,541,22,4266,5526
1530,63,0,26,0,64,501,28,540,23,4232,5481
1531,64,0,19,0,19,530,29,508,22,4342,5536
1532,74,1,22,0,21,537,30,522,29,4849,6088
1533,93,0,25,0,22,715,39,677,24,5347,6950
1534,65,0,24,0,16,548,29,548,40,4232,5504
1535,66,0,20,0,17,522,25,493,22,4185,5353
1536,75,0,21,0,16,551,26,534,33,4167,5428
1537,68,0,21,0,17,570,31,520,25,4419,5674
1538,83,0,20,0,17,562,27,534,34,4596,5876
1539,83,0,30,0,18,526,30,520,31,4911,6153
1540,72,0,19,0,15,551,27,499,30,4323,5541
1541,69,0,20,0,19,551,30,511,29,4375,5607
1542,78,0,22,0,15,541,26,539,27,4271,5522
1543,22,0,20,0,15,576,28,533,28,4217,5442
1544,18,0,23,0,14,570,28,522,28,4289,5499
1545,74,0,22,0,13,535,27,509,33,7462,8680
1546,69,0,27,0,24,711,56,858,47,10111,11914
1547,47,0,35,0,30,1275,270,4132,37,8436,14270
1548,18,0,23,0,20,1039,53,730,31,6675,8591
1549,75,0,24,0,16,687,36,769,30,5232,6873
1550,80,1,20,0,14,543,28,537,33,4589,5848
1551,86,0,21,0,15,595,28,663,30,5492,6933
1552,63,0,22,0,16,582,31,540,23,4373,5653
1553,27,0,34,0,15,592,26,546,31,4443,5720
1554,64,0,21,0,33,531,28,530,33,4312,5555
1555,65,0,22,0,17,556,27,541,32,4441,5703
1556,69,1,19,0,15,542,28,538,40,5136,6394
1557,98,0,26,0,19,881,36,825,31,5314,7234
1558,73,0,20,0,15,534,43,605,37,4382,5713
1559,77,1,19,0,16,561,28,535,29,4429,5699
1560,88,0,40,0,16,588,27,756,31,4306,5855
1561,65,0,20,0,16,529,23,520,31,4396,5604
1562,63,1,20,0,13,550,25,510,30,4681,5897
1563,76,0,23,0,18,574,26,555,27,4309,5610
1564,71,0,26,0,16,552,26,510,26,5289,6520
1565,87,0,57,0,20,805,32,704,27,5021,6757
1566,60,0,22,0,19,611,25,581,26,4862,6208
1567,78,0,20,0,16,589,26,638,29,4550,5951
1568,70,0,20,0,18,547,26,545,33,5778,7040
1569,77,0,21,0,17,559,27,524,49,5158,6437
1570,102,0,23,0,19,628,34,703,32,5936,7482
1571,76,0,19,0,13,524,26,546,29,4532,5771
1572,65,1,23,0,15,558,33,524,28,4645,5895
1573,57,1,21,0,15,588,37,563,28,4530,5847
1574,90,0,28,0,15,582,23,557,27,4462,5792
1575,65,1,20,0,18,532,30,530,29,4495,5721
1576,70,0,22,0,17,669,29,564,26,4461,5862
1577,75,0,20,0,16,551,22,515,27,4576,5805
1578,65,1,21,0,16,550,25,538,27,4520,5766
1579,19,0,21,0,16,597,26,687,26,4443,5838
1580,65,0,22,0,15,528,27,530,24,4485,5700
1581,78,0,25,0,16,585,27,550,26,4628,5938
1582,73,0,20,0,15,548,25,554,41,4656,5937
1583,41,0,22,0,18,615,27,592,35,5637,6991
1584,74,0,23,0,16,592,44,574,28,4411,5764
1585,67,0,21,0,14,539,23,524,25,4390,5608
1586,75,0,19,0,18,564,24,544,25,4475,5750
1587,63,0,23,0,16,588,26,539,26,4376,5661
1588,75,0,23,0,17,592,23,578,26,4357,5694
1589,23,1,20,0,17,598,26,542,30,5063,6322
1590,66,0,27,0,15,582,27,517,25,4621,5883
1591,95,0,19,0,19,561,26,553,27,4476,5781
1592,51,0,19,0,16,550,28,514,27,4380,5592
1593,75,0,19,0,17,536,28,540,24,4411,5656
1594,60,1,19,0,16,543,27,539,22,4445,5674
1595,69,0,20,0,16,549,34,519,24,4432,5667
1596,71,0,20,0,15,528,25,546,48,5191,6446
1597,87,0,23,0,17,759,31,732,31,5167,6853
1598,70,0,21,0,15,524,26,537,23,4436,5656
1599,65,0,21,0,17,564,25,541,25,4306,5568
1600,60,0,21,0,17,562,24,517,27,4336,5568
1601,99,1,20,0,15,538,30,537,27,4587,5859
1602,68,1,21,0,15,582,24,548,25,4459,5747
1603,77,0,33,0,14,552,36,668,25,4577,5987
1604,14,0,19,0,15,554,24,525,47,4285,5486
1605,65,0,21,0,17,582,23,543,27,5137,6420
1606,98,1,46,0,20,734,29,763,28,4898,6623
1607,71,0,19,0,17,557,163,636,37,4839,6343
1608,75,1,24,0,16,561,25,565,26,4450,5745
1609,51,0,21,0,17,584,25,854,36,5011,6604
1610,21,0,25,0,19,742,35,721,29,5420,7017
1611,67,0,23,0,17,584,25,580,142,4623,6067
1612,17,0,20,0,19,638,27,557,29,4625,5938
1613,157,0,46,0,27,896,31,611,29,5079,6883
1614,73,0,22,0,16,665,34,582,28,5530,6955
1615,19,1,19,0,16,536,95,611,37,6636,7981
1616,30,0,30,0,26,788,74,763,44,7132,8897
1617,30,0,22,0,18,884,59,959,24,6169,8174
1618,70,0,19,0,15,536,46,672,36,10135,11532
1619,97,1,25,0,15,600,23,624,29,4838,6256
1620,22,0,28,0,68,1145,145,857,43,6425,8749
1621,75,0,27,0,16,668,37,685,25,4699,6235
1622,71,0,21,0,15,563,29,735,29,4571,6038
1623,17,1,20,0,15,577,31,582,24,4471,5742
1624,74,0,21,0,17,587,29,555,24,4556,5867
1625,70,0,19,0,14,546,34,563,24,4536,5810
1626,82,0,21,0,15,573,25,531,23,4720,5994
1627,82,0,23,0,15,581,28,562,22,4472,5789
1628,73,1,20,0,15,605,30,522,24,4328,5620
1629,29,0,26,0,22,617,30,699,27,4736,6192
1630,19,0,21,0,19,559,27,562,35,6506,7751
1631,101,0,23,0,18,655,36,592,46,4628,6101
1632,67,0,18,0,17,564,28,564,25,4737,6026
1633,18,0,24,0,22,754,29,715,39,5762,7369
1634,73,0,21,0,16,576,28,564,36,4522,5838
1635,20,1,21,0,16,584,29,571,30,4551,5826
1636,72,0,20,0,15,1043,26,633,39,5368,7220
1637,66,1,22,0,17,688,47,680,32,4808,6365
1638,91,0,24,0,14,603,28,568,27,5462,6822
1639,21,0,22,0,16,608,27,675,30,6027,7428
1640,59,1,34,0,16,726,34,716,33,7214,8837
1641,90,0,26,0,16,659,33,614,30,6383,7859
1642,23,0,22,0,18,635,30,624,40,7555,8948
1643,85,0,33,0,22,1016,55,984,36,8949,11191
1644,102,0,26,0,42,1130,38,1121,43,7452,9963
1645,79,3,22,0,60,635,43,998,29,5171,7054
1646,74,0,26,0,26,1092,71,949,25,8957,11225
1647,72,0,22,0,15,659,31,590,27,6288,7709
1648,54,0,25,0,19,565,31,564,33,4703,6000
1649,75,0,20,0,15,569,25,543,27,4578,5863
1650,68,0,22,0,26,579,28,584,26,4672,6012
1651,78,0,19,0,19,550,29,572,31,4497,5800
1652,56,0,22,0,16,584,35,569,31,4707,6029
1653,70,0,21,0,18,609,26,588,34,4514,5886
1654,75,0,21,0,17,548,25,564,31,5789,7076
1655,89,0,24,0,23,702,31,742,57,5610,7286
1656,76,0,21,0,19,571,26,557,30,4434,5740
1657,27,0,24,0,17,581,24,540,28,4705,5951
1658,65,1,22,0,15,556,26,599,27,4490,5805
1659,72,0,20,0,18,616,26,593,27,4604,5984
1660,70,0,19,0,19,580,26,559,144,5504,6930
1661,55,0,22,0,20,606,28,591,28,4545,5900
1662,64,0,21,0,15,551,27,561,39,4451,5732
1663,77,0,21,0,17,607,30,559,30,4488,5837
1664,88,0,22,0,19,579,26,560,27,6134,7456
1665,21,0,31,0,15,847,142,749,21,5138,6971
1666,64,0,19,0,15,595,26,583,30,4621,5959
1667,73,0,21,0,18,600,26,575,37,6009,7364
1668,23,0,29,0,34,768,28,737,124,5238,6988
1669,102,0,19,0,19,578,24,664,40,4414,5866
1670,26,0,54,0,14,569,40,556,26,4527,5816
1671,72,0,20,0,20,608,27,573,31,4360,5716
1672,77,0,19,0,18,575,26,548,31,4376,5677
1673,75,0,21,0,17,583,24,583,44,4582,5932
1674,86,0,22,0,19,587,26,584,28,4473,5830
1675,69,0,22,0,22,603,24,557,37,4674,6009
1676,460,1,307,0,35,3842,34,1260,154,11876,17979
1677,98,0,39,0,33,1100,201,1196,43,12850,15579
1678,232,0,31,0,28,1252,74,1509,37,10261,13434
1679,90,0,35,0,23,763,52,724,40,7830,9566
1680,62,1,53,0,22,1192,57,1288,45,9868,12592
1681,134,0,27,0,32,925,45,1152,172,8856,11350
