Step,Create Contribution On-Chain,Create Contribution Off-Chain,Assign Contribution On-Chain,Assign Contribution Off-Chain,Update Coordinates On-Chain,Update Coordinates Off-Chain,Review Contribution On-Chain,Review Contribution Off-Chain,ZKP Contracts On-Chain,ZKP Contracts Off-Chain,Total Time
3790,16,0,29,0,17,1221,114,1171,24,5441,8036
3791,13,1,23,0,18,1225,118,1151,20,5517,8092
3792,15,0,22,0,18,1212,111,1199,22,5427,8030
3793,13,0,21,0,14,1170,118,1181,22,5486,8030
3794,16,0,23,0,18,1186,116,1185,23,5460,8036
3795,13,0,22,0,19,1187,113,1278,25,5531,8193
3796,16,0,19,0,14,1211,116,1224,23,5483,8110
3797,17,0,22,0,16,1199,111,1176,23,5481,8049
3798,14,0,19,0,17,1193,117,1172,32,5493,8062
3799,14,0,27,0,15,1173,122,1164,25,5424,7971
3800,18,0,20,0,18,1153,108,1162,26,5588,8097
3801,16,0,20,0,22,1200,116,1211,22,5533,8148
3802,13,0,22,0,18,1168,126,1145,25,5571,8092
3803,14,0,22,0,20,1187,125,1228,27,5902,8534
3804,26,1,20,0,20,1193,66,1186,27,5900,8443
3805,15,0,19,0,18,1247,114,1188,23,5547,8175
3806,17,1,18,0,18,1166,104,1189,22,5557,8098
3807,14,0,19,0,20,1362,111,1196,23,5506,8257
3808,15,0,23,0,18,1208,116,1177,23,5503,8086
3809,16,0,20,0,18,1189,119,1191,26,5500,8083
3810,16,0,20,0,14,1170,64,1155,31,5607,8081
3811,14,0,20,0,20,1207,129,1206,25,5689,8314
3812,14,0,19,0,19,1155,110,1168,23,5572,8085
3813,15,0,20,0,19,1208,128,1205,31,5629,8261
3814,15,0,21,0,16,1206,61,1196,25,5526,8072
3815,15,0,20,0,17,1190,100,1187,36,5488,8068
3816,18,0,28,0,19,1198,112,1172,26,5896,8474
3817,15,0,18,0,19,1207,146,1215,26,5407,8056
3818,16,0,19,0,14,1196,102,1286,24,5534,8197
3819,12,0,18,0,16,1193,120,1189,25,5473,8053
3820,15,0,19,0,15,1216,69,1199,23,5590,8152
3821,15,0,17,0,16,1199,114,1197,25,5498,8085
3822,16,0,20,0,21,1167,108,1162,25,5455,7975
3823,16,0,20,0,16,1161,118,1184,23,5613,8155
3824,17,0,23,0,23,1197,114,1182,22,5473,8055
3825,15,0,20,0,18,1196,100,1170,27,5527,8076
3826,15,0,21,0,19,1220,123,1200,23,5569,8197
3827,16,0,23,0,17,1196,119,1190,24,5527,8117
3828,20,0,23,0,18,1214,117,1212,21,5537,8166
3829,14,0,18,0,20,1210,123,1166,24,5732,8313
3830,16,0,21,0,16,1188,113,1194,25,5448,8023
3831,13,0,18,0,18,1221,105,1205,24,5554,8164
3832,13,0,20,0,17,1196,28,1291,23,5477,8070
3833,13,0,17,0,21,1222,116,1223,28,5502,8152
3834,13,0,22,0,18,1226,122,1207,23,5516,8153
3835,18,0,22,0,23,1192,113,1164,26,5556,8118
3836,14,0,18,0,16,1214,113,1206,26,5578,8192
3837,18,1,17,0,20,1208,52,1193,24,5555,8100
3838,15,0,23,0,14,1212,114,1230,24,5495,8132
3839,17,0,22,0,18,1221,116,1215,22,5507,8144
3840,14,0,22,0,16,1216,145,1194,24,5490,8125
3841,14,0,22,0,14,1216,138,1274,20,6968,9678
3842,19,0,21,0,16,1215,111,1174,22,5528,8111
3843,14,0,18,0,20,1196,131,1169,20,5464,8034
3844,15,0,23,0,19,1205,110,1204,22,5508,8112
3845,14,0,17,0,18,1208,114,1197,20,5484,8079
3846,16,0,20,0,16,1202,103,1205,29,5556,8154
3847,14,1,19,0,17,1214,105,1180,21,5456,8035
3848,15,0,18,0,17,1209,115,1182,30,5575,8168
3849,17,0,22,0,15,1222,100,1203,20,5546,8148
3850,18,0,19,0,17,1209,106,1227,25,5521,8145
3851,14,0,21,0,17,1208,110,1183,21,5556,8132
3852,18,0,21,0,17,1215,74,1215,24,5612,8260
3853,18,0,21,0,23,1224,112,1226,21,5554,8204
3854,15,1,18,0,18,1172,115,1207,21,5587,8159
3855,15,1,20,0,15,1179,108,1217,27,5523,8110
3856,20,0,22,0,19,1228,74,1200,27,5554,8145
3857,15,0,28,0,15,1223,114,1210,20,5502,8133
3858,13,0,19,0,13,1229,117,1174,27,5601,8196
3859,12,1,22,0,19,1226,84,1210,32,5467,8080
3860,23,0,23,0,16,1225,121,1200,20,5515,8147
3861,15,0,21,0,16,1234,130,1172,32,5527,8150
3862,14,0,22,0,15,1221,110,1185,24,5554,8149
3863,13,1,18,0,15,1222,114,1208,21,5517,8134
3864,14,0,21,0,17,1210,122,1265,23,5546,8221
3865,18,0,18,0,22,1229,119,1188,21,5504,8123
3866,14,0,18,0,16,1227,105,1205,24,5594,8209
3867,15,0,25,0,17,1210,108,1214,24,5602,8220
3868,12,1,20,0,16,1206,128,1214,26,5612,8239
3869,14,0,19,0,17,1216,33,1310,24,5585,8223
3870,13,1,24,0,16,1231,114,1209,22,5514,8149
3871,18,0,24,0,16,1215,117,1182,23,5540,8140
3872,15,0,26,0,16,1422,108,1203,23,5590,8411
3873,13,0,18,0,112,1218,28,1213,134,5550,8293
3874,18,0,20,0,16,1163,134,1199,19,5573,8146
3875,15,0,20,0,16,1227,58,1216,24,5636,8215
3876,16,0,21,0,23,1204,120,1202,23,5597,8215
3877,15,0,20,0,16,1235,126,1206,22,5571,8214
3878,15,0,25,0,16,1205,94,1207,20,5561,8149
3879,13,0,19,0,20,1256,143,1249,24,5535,8263
3880,14,0,22,0,19,1231,132,1210,23,5521,8175
3881,15,0,18,0,16,1220,122,1212,23,5688,8319
3882,14,1,21,0,16,1207,88,1207,21,5561,8145
3883,14,0,22,0,17,1211,67,1187,25,5556,8105
3884,14,1,19,0,15,1209,149,1215,24,5580,8231
3885,13,0,20,0,16,1233,119,1224,22,5624,8275
3886,15,0,24,0,21,1239,122,1209,22,5595,8254
3887,14,1,18,0,21,1230,63,1280,24,5636,8292
3888,16,0,23,0,17,1219,110,1226,21,5529,8163
3889,15,0,18,0,16,1214,109,1185,21,5516,8097
3890,14,0,20,0,18,1197,104,1173,21,5507,8058
3891,14,0,22,0,17,1250,114,1205,21,5637,8285
3892,13,0,23,0,17,1220,30,1283,27,5544,8162
3893,13,0,18,0,16,1216,114,1216,23,5545,8166
3894,13,0,19,0,15,1245,113,1204,23,5683,8322
3895,12,1,19,0,16,1227,112,1219,25,5854,8497
3896,14,0,22,0,17,1210,137,1185,25,5514,8129
3897,16,0,20,0,13,1219,116,1204,23,5582,8196
3898,15,0,21,0,18,1215,113,1182,21,5653,8240
3899,14,0,19,0,19,1240,130,1234,26,5600,8285
3900,15,0,23,0,14,1213,73,1196,25,5790,8376
3901,14,0,26,0,20,1200,108,1206,19,5519,8120
3902,15,0,24,0,18,1237,149,1194,24,5609,8276
3903,16,0,19,0,18,1221,126,1235,21,5623,8290
3904,25,1,28,0,14,1249,134,1276,22,5596,8353
3905,16,1,17,0,15,1234,114,1217,22,5606,8250
3906,14,0,25,0,18,1218,127,1225,31,5580,8244
3907,18,0,22,0,14,1220,114,1216,20,5556,8186
3908,17,1,24,0,19,1229,117,1189,24,5553,8176
3909,15,0,18,0,14,1245,54,1216,23,5551,8142
3910,19,1,25,0,20,1204,118,1221,25,5656,8293
3911,18,1,18,0,20,1237,110,1214,21,5530,8178
3912,14,0,22,0,16,1227,72,1227,22,5540,8146
3913,17,1,24,0,16,1231,123,1240,24,5529,8211
3914,18,0,20,0,17,1248,57,1226,22,5554,8168
3915,15,0,19,0,17,1221,64,1207,22,5647,8216
3916,15,1,22,0,21,1225,117,1194,22,5773,8395
3917,16,0,23,0,16,1218,114,1231,26,5628,8279
3918,15,0,20,0,19,1227,73,1232,22,5572,8182
3919,14,0,30,0,16,1228,126,1219,28,5621,8288
3920,21,0,18,0,15,1242,102,1225,22,5527,8178
3921,13,1,18,0,17,1250,134,1225,21,5557,8241
3922,12,0,23,0,16,1216,119,1207,27,5578,8203
3923,13,0,20,0,17,1235,52,1207,25,5644,8221
3924,13,0,20,0,18,1213,119,1203,24,5469,8083
3925,17,0,19,0,17,1230,130,1209,27,5565,8219
3926,14,0,18,0,14,1260,124,1225,26,5542,8227
3927,16,1,24,0,15,1219,124,1201,28,5672,8304
3928,13,0,21,0,16,1242,110,1203,21,5544,8177
3929,18,0,24,0,15,1243,123,1196,30,5583,8236
3930,21,0,19,0,18,1219,117,1213,24,5581,8214
3931,17,0,22,0,15,1259,155,1207,24,5592,8298
3932,18,1,20,0,17,1227,123,1199,20,5621,8250
3933,17,0,23,0,16,1319,118,1201,27,5546,8274
3934,17,1,22,0,13,1253,115,1212,22,5705,8365
3935,14,0,22,0,15,1230,113,1235,24,5572,8230
3936,18,0,21,0,16,1235,115,1226,23,5560,8218
3937,18,0,20,0,15,1224,118,1217,25,5604,8246
3938,17,0,19,0,15,1235,101,1191,25,5637,8249
3939,15,0,23,0,17,1226,143,1241,26,5595,8291
3940,17,0,22,0,14,1237,120,1216,24,5573,8230
3941,17,0,22,0,19,1231,108,1223,25,5562,8211
3942,19,0,22,0,16,1220,131,1227,22,5604,8267
3943,17,0,27,0,15,1248,115,1229,23,5553,8232
3944,13,1,18,0,21,1242,108,1234,28,5701,8369
3945,17,0,19,0,15,1239,122,1240,24,5545,8226
3946,13,0,19,0,15,1272,125,1253,24,5903,8629
3947,16,0,18,0,14,1220,130,1233,22,5589,8250
3948,21,0,22,0,16,1223,69,1213,27,5570,8166
3949,15,0,19,0,16,1239,107,1274,24,5548,8249
3950,14,0,18,0,17,1274,123,1222,35,5644,8353
3951,16,0,20,0,16,1235,127,1231,22,6678,9350
3952,16,0,18,0,21,1244,98,1221,24,5587,8238
3953,14,0,18,0,15,1235,107,1222,25,5622,8264
3954,12,1,20,0,15,1248,129,1228,29,5607,8293
3955,13,0,21,0,15,1229,114,1243,28,5666,8335
3956,16,0,19,0,20,1261,94,1224,25,5670,8340
3957,13,0,18,0,16,1210,129,1204,26,5638,8260
3958,15,0,19,0,14,1240,125,1250,23,5563,8254
3959,19,0,25,0,15,1235,116,1210,27,5589,8242
3960,12,1,19,0,14,1254,109,1229,24,5587,8253
3961,15,0,21,0,14,1288,118,1269,22,5833,8586
3962,16,0,19,0,19,1258,112,1360,28,5678,8495
3963,15,1,23,0,14,1275,121,1260,27,5599,8342
3964,16,0,20,0,15,1249,54,1213,25,5611,8210
3965,18,0,18,0,13,1249,124,1228,24,5650,8328
3966,14,1,18,0,14,1205,113,1189,24,5646,8229
3967,13,0,19,0,16,1229,58,1244,35,5654,8274
3968,15,0,26,0,13,1242,128,1238,25,5595,8288
3969,12,1,18,0,18,1231,116,1215,24,5594,8236
3970,17,1,22,0,19,1240,114,1263,24,5648,8355
3971,13,0,20,0,13,1249,137,1245,26,5660,8371
3972,14,0,18,0,15,1240,131,1241,22,5626,8312
3973,16,0,21,0,19,1251,120,1220,25,5632,8310
3974,16,0,18,0,16,1248,113,1210,24,5633,8280
3975,15,0,21,0,15,1219,114,1231,28,5606,8256
3976,16,0,23,0,18,1233,124,1222,20,5595,8256
3977,14,0,21,0,20,1279,108,1204,25,5647,8326
3978,15,0,21,0,17,1272,117,1258,20,5627,8354
3979,13,1,19,0,20,1243,143,1213,23,5654,8333
3980,15,1,19,0,21,1255,110,1270,24,5606,8325
3981,21,0,20,0,17,1280,116,1245,24,5679,8407
3982,16,0,22,0,18,1253,89,1218,24,5623,8267
3983,15,0,18,0,22,1248,59,1245,27,5620,8258
3984,12,1,21,0,19,1258,139,1235,22,5592,8304
3985,15,0,23,0,18,1247,64,1259,31,5585,8250
3986,12,1,17,0,20,1249,117,1264,20,5640,8345
3987,15,0,19,0,20,1254,117,1263,24,5637,8356
3988,14,0,19,0,18,1245,135,1247,22,5677,8380
3989,14,0,21,0,22,1266,116,1224,28,5834,8526
3990,13,0,20,0,17,1238,74,1258,26,6055,8706
3991,12,0,21,0,18,1221,105,1257,25,5642,8306
3992,16,0,21,0,17,1267,61,1235,23,5661,8311
3993,14,0,17,0,16,1265,106,1224,26,5585,8261
3994,19,0,19,0,18,1256,110,1266,22,5843,8558
3995,16,0,19,0,23,1246,122,1217,21,5815,8483
3996,12,0,18,0,22,1289,25,1430,25,5712,8539
3997,13,0,20,0,18,1244,31,1248,24,5683,8286
3998,17,0,19,0,17,1251,27,1246,25,5700,8306
3999,17,0,22,0,17,1227,26,1232,24,5696,8268
4000,19,0,21,0,18,1221,30,1216,23,5796,8347
4001,19,0,19,0,15,1213,113,1247,21,5700,8352
4002,18,1,24,0,13,1263,60,1272,23,5632,8318
4003,19,0,27,0,16,1254,119,1261,23,5617,8343
4004,22,0,25,0,18,1268,110,1269,22,5871,8609
4005,14,0,19,1,16,1248,123,1244,23,5663,8356
4006,18,0,22,0,18,1261,119,1275,24,5630,8371
4007,15,1,21,0,17,1244,104,1231,22,5670,8328
4008,13,0,20,0,14,1251,133,1245,21,5742,8441
4009,16,0,18,0,15,1231,115,1250,25,5604,8280
4010,13,0,19,0,23,1242,116,1250,21,5573,8260
4011,16,0,20,0,17,1280,119,1266,26,5517,8264
4012,12,0,19,0,17,1251,125,1229,22,5721,8401
4013,15,0,18,0,17,1262,111,1267,21,5620,8335
4014,17,0,18,0,18,1287,98,1277,26,5689,8435
4015,18,0,19,0,15,1260,143,1267,22,5963,8713
4016,14,0,22,0,16,1279,69,1263,25,5723,8415
4017,15,0,22,0,17,1256,148,1249,31,5553,8294
4018,13,0,20,0,17,1251,127,1227,21,5670,8348
4019,15,0,21,0,13,1273,136,1246,25,5633,8369
4020,15,0,18,0,14,1262,134,1249,28,5671,8395
4021,14,1,18,0,17,1240,64,1267,22,5680,8329
4022,12,0,26,0,15,1262,118,1248,20,5739,8444
4023,17,0,21,0,20,1266,147,1263,23,5703,8467
4024,18,0,19,0,15,1245,100,1279,23,5683,8390
4025,16,0,20,0,18,1253,137,1278,35,5640,8401
4026,15,0,21,0,18,1296,113,1270,24,5585,8348
4027,19,0,21,0,19,1271,123,1289,19,5621,8387
4028,15,0,20,0,15,1292,115,1209,21,5679,8369
4029,17,0,21,0,18,1232,130,1313,21,5700,8455
4030,15,0,20,0,15,1243,118,1253,25,5750,8447
4031,14,0,23,0,15,1286,61,1272,24,5757,8463
4032,13,0,21,0,14,1263,111,1284,20,5579,8312
4033,14,1,19,0,16,1282,118,1254,22,5557,8286
4034,18,0,26,0,14,1264,114,1274,22,5781,8518
4035,14,0,23,0,19,1280,113,1272,21,5658,8407
4036,15,0,20,0,16,1287,121,1237,23,5633,8357
4037,13,0,21,0,24,1261,68,1209,24,5747,8372
4038,13,0,22,0,18,1276,125,1479,24,5846,8812
4039,15,0,20,0,14,1541,113,1277,22,5643,8651
4040,15,0,21,0,14,1249,125,1236,21,5788,8476
4041,15,1,23,0,15,1242,116,1238,22,5685,8362
4042,15,0,22,0,15,1281,108,1272,19,5682,8419
4043,13,0,21,0,15,1234,109,1277,22,5583,8278
4044,15,0,19,0,16,1269,125,1257,21,5703,8434
4045,16,0,19,0,16,1266,127,1228,37,5670,8385
4046,14,0,19,0,18,1327,63,1461,22,5850,8778
4047,14,0,17,0,17,1288,71,1320,20,5656,8445
4048,20,0,21,0,15,1239,134,1258,21,5695,8410
4049,15,0,20,0,15,1281,72,1253,27,5628,8317
4050,16,0,21,0,18,1270,131,1270,25,5649,8405
4051,14,0,20,0,15,1263,123,1245,28,5759,8469
4052,18,0,26,0,21,1296,114,1250,24,5691,8445
4053,13,0,24,0,16,1259,113,1261,21,5602,8313
4054,15,0,18,0,14,1315,111,1242,25,5702,8446
4055,15,0,20,0,19,1269,115,1275,19,5649,8387
4056,16,0,22,0,16,1285,121,1275,22,5704,8466
4057,13,0,20,0,16,1241,59,1335,27,5672,8389
4058,13,0,21,0,16,1294,127,1271,22,5699,8469
4059,15,0,20,0,15,1265,116,1280,22,5655,8391
4060,19,0,20,0,17,1275,126,1277,22,5678,8437
4061,17,0,23,0,18,1254,61,1254,21,5663,8318
4062,14,1,23,0,16,1278,119,1243,23,5783,8506
4063,13,0,19,0,14,1278,128,1242,23,5705,8427
4064,14,0,24,0,14,1290,122,1279,26,5645,8419
4065,16,0,18,0,17,1292,120,1252,24,5729,8473
4066,14,0,22,0,17,1265,119,1259,27,5662,8391
4067,16,1,24,0,15,1283,103,1246,35,6827,9555
4068,13,0,22,0,15,1235,58,1341,21,5716,8429
4069,15,0,23,0,16,1268,145,1440,24,6049,8988
4070,15,0,18,0,14,1293,104,1253,24,6091,8816
4071,16,0,22,0,16,1275,73,1244,25,5736,8410
4072,16,0,26,0,16,1267,60,1300,21,5709,8421
4073,15,0,26,0,19,1272,61,1297,25,5784,8505
4074,14,0,18,0,20,1319,105,1288,27,5711,8511
4075,14,0,19,0,15,1273,127,1277,25,5814,8570
4076,13,0,21,0,15,1247,136,1264,27,5705,8431
4077,14,0,18,0,16,1270,95,1307,21,5826,8595
4078,16,0,23,0,19,1296,60,1277,25,5735,8458
4079,16,0,20,0,16,1252,54,1346,21,5867,8597
4080,16,1,20,0,17,1284,106,1263,21,5803,8542
4081,14,0,23,0,17,1288,115,1273,25,5724,8482
4082,16,0,21,0,17,1332,131,1304,21,5724,8575
4083,15,0,20,0,16,1306,96,1299,22,5783,8569
4084,17,0,19,0,16,1287,145,1251,21,5759,8521
4085,16,0,18,0,18,1246,126,1245,25,5655,8354
4086,17,0,26,0,17,1268,63,1293,27,5709,8434
4087,14,0,18,0,17,1276,121,1297,23,5710,8480
4088,17,0,20,0,15,1277,75,1286,24,5783,8506
4089,14,1,27,0,20,1274,76,1277,23,5749,8468
4090,16,0,21,0,15,1308,122,1376,30,6443,9336
4091,13,0,18,0,17,1272,118,1273,29,5784,8530
4092,13,0,18,0,19,1268,100,1281,31,5762,8498
4093,18,0,19,0,17,1272,105,1295,28,5675,8434
4094,16,0,25,0,14,1275,106,1249,26,5656,8376
4095,92,0,19,0,14,1262,73,1283,23,5813,8581
4096,17,0,19,0,14,1238,114,1303,23,5681,8417
4097,17,0,20,0,14,1292,119,1302,24,5760,8557
4098,19,0,19,0,16,1277,89,1271,26,5851,8608
4099,15,1,19,0,23,1269,100,1286,31,5693,8446
4100,17,0,21,0,17,1307,117,1284,25,5724,8515
4101,13,1,18,0,18,1291,124,1337,25,5693,8525
4102,21,0,18,0,18,1273,129,1288,27,5679,8459
4103,13,0,20,0,14,1296,82,1280,26,5845,8608
4104,14,0,18,0,16,1279,117,1309,25,5719,8502
4105,18,0,18,0,19,1255,129,1282,24,5724,8473
4106,16,0,22,0,16,1279,129,1277,24,5765,8532
4107,14,0,18,0,15,1285,122,1296,27,5741,8521
4108,15,0,19,0,15,1264,108,1273,23,5723,8446
4109,15,0,19,0,16,1294,134,1294,23,5714,8514
4110,13,0,17,0,17,1281,119,1254,23,5627,8353
4111,18,0,20,0,17,1282,130,1317,25,5690,8506
4112,16,0,22,0,16,1301,119,1295,22,5745,8542
4113,15,0,20,0,21,1286,58,1298,24,5718,8447
4114,13,0,23,0,17,1297,116,1286,22,5702,8481
4115,13,0,22,0,17,1258,117,1263,23,5774,8491
4116,19,0,18,0,15,1290,65,1285,28,5717,8444
4117,16,0,22,0,17,1252,88,1245,24,5686,8360
4118,18,0,22,0,15,1292,120,1294,29,5907,8700
4119,13,0,17,0,15,1270,108,1263,23,5812,8526
4120,12,1,21,0,14,1298,117,1284,25,5755,8533
4121,15,0,19,0,15,1280,139,1283,22,5925,8703
4122,15,0,19,0,16,1296,52,1309,27,5795,8535
4123,13,0,19,0,16,1290,112,1263,23,5776,8520
4124,16,0,24,0,16,1310,116,1294,23,5722,8527
4125,17,0,20,0,15,1286,110,1249,23,5748,8475
4126,14,0,19,0,17,1324,65,1308,28,6135,8912
4127,13,0,18,0,15,1262,115,1261,23,5720,8433
4128,17,0,19,0,21,1312,116,1299,24,5775,8588
4129,16,0,19,0,17,1289,132,1284,24,5753,8538
4130,13,0,20,0,24,1324,120,1281,23,5705,8522
4131,15,1,28,0,15,1300,132,1291,26,5723,8536
4132,14,0,19,0,17,1274,120,1297,37,5675,8459
4133,13,1,20,0,19,1300,125,1322,28,5863,8696
4134,15,0,23,0,17,1315,68,1290,29,5781,8600
4135,16,1,18,0,17,1279,119,1277,21,5703,8454
4136,14,0,20,0,15,1289,126,1308,24,5789,8594
4137,13,1,20,0,15,1261,128,1298,23,5732,8496
4138,14,0,19,0,17,1266,122,1280,19,5836,8580
4139,14,0,21,0,29,1293,112,1275,22,5752,8522
4140,13,0,20,0,17,1350,120,1267,21,5690,8506
4141,16,0,20,0,21,1296,112,1297,20,5691,8479
4142,13,0,19,0,23,1295,127,1257,22,6020,8782
4143,17,1,23,0,23,1277,124,1263,23,5740,8496
4144,24,0,19,0,15,1179,149,1679,20,5818,8909
4145,14,0,19,0,21,1311,113,1304,21,5843,8652
4146,13,0,19,0,22,1302,128,1306,24,5705,8524
4147,14,0,20,0,26,1285,112,1269,21,5793,8544
4148,13,0,22,0,19,1339,111,1295,22,5771,8595
4149,16,0,18,0,19,1313,113,1286,22,5664,8454
4150,19,0,18,0,19,1314,115,1251,22,5714,8478
4151,14,0,19,0,14,1333,106,1271,25,5855,8645
4152,14,0,28,0,15,1273,122,1285,22,5683,8452
4153,14,0,26,0,19,1266,109,1269,24,5795,8533
4154,15,0,19,0,22,1288,118,1270,24,5696,8458
4155,13,0,21,0,16,1300,116,1293,23,5659,8444
4156,15,0,25,0,16,1254,104,1267,19,5876,8594
4157,14,0,21,0,14,1282,131,1312,21,5663,8465
4158,13,1,23,0,19,1279,78,1306,26,5780,8530
4159,19,1,25,0,14,1290,115,1294,25,5802,8591
4160,13,0,22,0,15,1278,137,1290,20,5669,8452
4161,15,0,18,0,17,1275,132,1282,26,5809,8577
4162,17,0,22,0,13,1343,74,1284,25,5901,8730
4163,14,0,19,0,103,1310,23,1295,136,5797,8701
4164,16,0,23,0,13,1305,118,1280,22,5780,8564
4165,13,0,21,0,18,1304,113,1272,25,5704,8478
4166,13,0,21,0,16,1307,110,1249,22,5719,8464
4167,15,0,20,0,21,1316,113,1274,21,5857,8649
4168,13,0,30,0,15,1313,109,1434,20,5763,8709
4169,13,0,18,0,18,1311,137,1299,23,5815,8646
4170,14,0,20,0,16,1307,122,1322,22,5895,8729
4171,17,1,19,0,17,1271,120,1296,26,5758,8534
4172,13,1,24,0,17,1328,89,1301,20,5776,8579
4173,16,0,19,0,20,1265,75,1286,21,5739,8448
4174,18,0,20,0,16,1412,132,1420,20,5729,8772
4175,18,0,20,0,19,1282,120,1270,24,5775,8532
4176,13,0,21,0,16,1316,125,1311,21,5837,8666
4177,14,0,21,0,20,1300,115,1298,25,5741,8543
4178,18,0,20,0,19,1321,46,1322,25,5876,8664
4179,15,0,20,0,23,1299,126,1300,26,5756,8568
4180,17,0,20,0,19,1328,125,1279,24,5875,8691
4181,16,0,20,0,19,1289,61,1338,26,6091,8863
4182,14,0,21,0,18,1301,123,1299,23,5637,8440
4183,19,0,23,0,21,1331,120,1297,27,5739,8583
4184,16,0,17,0,15,1315,135,1338,24,5784,8652
4185,15,0,22,0,15,1277,117,1315,21,5752,8540
4186,13,0,20,0,19,1321,107,1300,21,5856,8667
4187,14,0,23,0,16,1312,111,1279,24,5848,8629
4188,18,0,24,0,15,1294,93,1283,24,5815,8588
4189,13,1,19,0,15,1316,74,1309,36,5875,8666
4190,16,0,19,0,18,1301,131,1309,21,5943,8760
4191,13,1,19,0,17,1302,119,1324,19,5844,8665
4192,17,1,19,0,18,1322,60,1301,25,5846,8617
4193,13,0,18,0,16,1313,116,1314,21,5748,8563
4194,14,0,20,0,18,1274,97,1316,21,5744,8513
4195,14,0,18,0,20,1276,120,1285,22,5818,8579
4196,15,0,18,0,20,1318,107,1292,24,5783,8582
4197,18,0,22,0,15,1314,134,1298,26,5768,8598
4198,17,0,24,0,18,1326,70,1303,23,5891,8680
4199,13,0,23,0,24,1327,111,1293,23,5789,8609
4200,16,0,18,0,15,1311,112,1265,20,5790,8554
4201,19,0,23,0,14,1329,105,1301,23,5854,8675
4202,18,0,23,0,15,1342,30,1352,34,5751,8579
4203,21,1,19,0,15,1293,129,1314,22,5801,8621
4204,16,0,24,0,18,1319,72,1341,24,5914,8773
4205,21,0,19,0,25,1315,113,1297,26,5786,8609
4206,18,0,21,0,15,1310,117,1267,21,5739,8511
4207,16,0,26,0,16,1307,108,1292,23,5689,8482
4208,14,1,19,0,15,1320,62,1315,23,5764,8541
4209,13,1,19,0,14,1330,111,1288,22,5814,8619
4210,15,0,19,0,15,1313,115,1295,23,5735,8534
4211,16,0,19,0,15,1351,72,1355,25,5851,8715
4212,14,0,17,0,15,1289,119,1313,24,5791,8588
4213,14,0,19,0,17,1338,128,1295,23,5792,8630
4214,16,0,20,0,16,1316,126,1302,24,5799,8627
4215,15,0,21,0,17,1354,129,1279,23,5846,8690
4216,15,0,20,0,16,1579,131,1335,22,5857,8983
4217,19,0,18,0,20,1339,113,1309,22,5777,8624
4218,14,0,18,0,16,1354,120,1328,24,5764,8641
4219,16,0,20,0,16,1304,123,1302,20,5711,8518
4220,18,0,18,0,16,1309,128,1272,23,5711,8501
4221,15,0,18,0,14,1291,115,1274,23,6987,9742
4222,12,0,22,0,17,1301,67,1297,25,5856,8606
4223,14,0,25,0,14,1328,116,1304,24,5739,8572
4224,15,0,22,0,16,1341,123,1322,23,5832,8701
4225,12,0,21,0,14,1320,130,1305,23,5834,8667
4226,15,0,18,0,21,1328,111,1315,26,5723,8565
4227,12,0,19,0,18,1313,122,1290,22,5845,8646
4228,14,0,25,0,14,1320,123,1305,25,5753,8583
4229,15,0,20,0,14,1323,124,1316,24,5824,8665
4230,18,0,22,0,18,1335,145,1330,25,5842,8741
4231,13,0,21,0,16,1307,126,1303,23,5752,8567
4232,16,0,17,0,25,1287,79,1315,24,5947,8744
4233,19,0,20,0,20,1316,116,1306,24,5772,8596
4234,13,0,20,0,17,1326,99,1313,22,5811,8634
4235,13,0,20,0,17,1312,113,1329,26,5861,8707
4236,15,0,18,0,17,1346,113,1308,21,5859,8703
4237,15,0,20,0,17,1312,126,1296,26,5772,8588
4238,16,0,21,0,16,1331,98,1404,23,5818,8732
4239,13,0,17,0,16,1322,61,1341,25,5823,8622
4240,14,1,21,0,23,1325,110,1308,22,5841,8672
4241,16,0,21,0,17,1323,121,1312,27,5781,8623
4242,14,0,21,0,19,1315,109,1296,27,5813,8621
4243,17,0,20,0,17,1315,117,1341,24,5903,8759
4244,14,0,18,0,17,1330,120,1310,22,5756,8591
4245,19,0,18,0,18,1338,64,1330,26,5853,8679
4246,14,0,19,0,16,1316,81,1300,24,5849,8632
4247,15,0,23,0,14,1319,65,1299,25,5755,8532
4248,13,0,19,0,16,1346,113,1336,23,5845,8719
4249,14,0,20,0,15,1404,61,1284,26,5852,8682
4250,15,0,19,0,21,1291,114,1313,23,5897,8698
4251,14,0,21,0,15,1370,71,1311,25,5843,8680
4252,24,0,24,0,19,1306,123,1300,28,5845,8673
4253,19,0,19,0,15,1305,111,1317,35,6367,9192
4254,17,0,20,0,16,1351,114,1311,24,5896,8758
4255,14,0,18,0,16,1332,27,1412,27,5783,8635
4256,13,0,22,0,17,1328,131,1317,23,5870,8727
4257,17,1,17,0,17,1334,112,1335,23,5817,8678
4258,16,0,21,0,17,1356,113,1346,28,5812,8716
4259,17,0,25,0,15,1348,60,1310,26,5960,8768
4260,17,0,19,0,20,1358,124,1311,30,5891,8775
4261,18,0,19,0,18,1337,131,1330,26,5828,8710
4262,16,0,18,0,14,1350,119,1335,22,5908,8789
4263,14,0,19,0,20,1328,103,1351,25,5867,8734
4264,13,0,18,0,21,1336,128,1340,23,5824,8708
4265,16,0,20,0,17,1338,125,1385,26,5836,8768
4266,16,0,18,0,15,1331,134,1327,24,5785,8657
